word,assigned_level,short_reason,sources,difficulty_score
Nurseryman,level4,frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: multi-syllable form that needs careful pronunciation; nuance: strong connotation and preci,11PlusGuideY5-6,3.25
Obdurate,level3,frequency: relatively uncommon outside reading and lessons | concept: precise meaning used in careful writing | structure: longer spelling and likely more syllables | nuance: can be confused with near‑synonyms if used lo,ExamNinja,2.75
Obedient,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: not difficult to spell, but longer than everyday words; nuance: often used in a particular register (formal/precis",TrickyList2024,3.0
Obfuscate,level3,frequency: more bookish and not used daily — concept: abstract or specialised idea — structure: longer spelling and likely more syllables — nuance: often used in a particular register (formal/precise),11PlusSuccess2019-2020|ExamNinja,2.75
Obligatory,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: extended spelling, which can slow reading; nuance: subtle register and connotations;",11PlusSuccess2019-2020|ExamNinja,3.25
Obliterate,level4,frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: long and multi-syllable — nuance: strong connotation and precise usage expected,TrickyList2024|ExamNinja,3.25
Oblivion,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms if used loosel",TrickyList2024|ExamNinja,2.75
Oblivious,level3,"frequency: more bookish and not used daily — concept: precise meaning used in careful writing — structure: ends with “-ous”, a common but longer word ending — nuance: can be confused with near‑synonyms if used loosely",TrickyList2024|ExamNinja,3.0
Oblong,level2,frequency: fairly common in books and schoolwork — concept: understandable but can vary by context — structure: few syllables and easy to decode — nuance: meaning shifts slightly across contexts,11PlusSuccess2019-2020|ExamNinja,2.0
Obnoxious,level3,"frequency: less common; often appears in formal writing | concept: precise meaning used in careful writing | structure: ends with “-ous”, a common but longer word ending | nuance: often used in a particular register (for",ExamNinja,3.0
Obsequious,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: ends with “-ous”, a common but longer word ending; nuance: subtle register and connotations; easy to m",ExamNinja,3.5
Obsessive,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: ends with “-ive”, a common but longer word ending | nuance: often used in a particular register (formal/prec",ExamNinja,3.0
Obstreperous,level4,"frequency: uncommon and quite formal — concept: subtle meaning that depends strongly on context — structure: has the suffix “-ous”, which often appears in formal vocabulary — nuance: strong connotation and precise usage",ExamNinja,3.5
Obtuse,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: not difficult to spell, but longer than everyday words — nuance: meaning shifts slightly across cont",TrickyList2024|ExamNinja,2.0
Officious,level3,"frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: can be confused with near‑sy",ExamNinja,3.0
Ominous,level2,"frequency: fairly common in books and schoolwork | concept: moderately abstract compared with basic words | structure: ends with “-ous”, a common but longer word ending | nuance: can be used figuratively as well as liter",TrickyList2024|ExamNinja,2.25
Omit,level1,"frequency: often heard and read by children; concept: easy, straightforward idea; structure: short and simple in form; nuance: usually literal and unambiguous",11PlusSuccess2019-2020|ExamNinja,1.75
Omnivore,level3,frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: longer spelling and likely more syllables | nuance: can be confused with near‑synonyms if used loos,11PlusSuccess2019-2020|ExamNinja,2.75
Onerous,level2,"frequency: seen regularly, though slightly less everyday — concept: mostly clear, with a slightly broader meaning — structure: “-ous” ending makes it more multi-syllable — nuance: meaning shifts slightly across contexts",11PlusSuccess2019-2020|ExamNinja,2.25
Onomatopoeia,level4,"frequency: low‑frequency, high‑level vocabulary | concept: subtle meaning that depends strongly on context | structure: multi-syllable form that needs careful pronunciation | nuance: meaning can be delicate and context‑d",ExamNinja,3.25
Opaque,level2,"frequency: fairly common in books and schoolwork; concept: understandable but can vary by context; structure: not difficult to spell, but longer than everyday words; nuance: meaning shifts slightly across contexts",ExamNinja,2.25
Operandi,level3,frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: medium length with more to sound out | nuance: can be confused with near‑synonyms if used loosely,ExamNinja,3.0
Opportunist,level4,"frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: ends with “-ist”, a common but longer word ending — nuance: strong connotation and precise usage expected",ExamNinja,3.25
Optimal,level2,"frequency: fairly common in books and schoolwork; concept: moderately abstract compared with basic words; structure: ends with “-al”, a common but longer word ending; nuance: meaning shifts slightly across contexts",TrickyList2024,2.25
Optimist,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: has the suffix “-ist”, which often appears in formal vocabulary; nuance: often used in a particular register (form",ExamNinja,2.75
Optional,level3,"frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: ends with “-al”, a common but longer word ending — nuance: used for precise shades of meaning",ExamNinja,3.0
Opulence,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: ends with “-ence”, a common but longer word ending; nuance: used for precise shades of meaning",ExamNinja,3.0
Orator,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: has the suffix “-or”, which often appears in formal vocabulary — nuance: sometimes overlaps with sim",11PlusSuccess2019-2020|ExamNinja,2.25
Ordained,level3,frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: longer spelling and likely more syllables | nuance: used for precise shades of meaning,11PlusSuccess2019-2020|ExamNinja,2.75
